65.70,1,4,2024-11-28 00:30:00
60.50,2,3,2024-11-28 01:00:00
85.75,3,6,2024-11-28 01:30:00
90.00,4,7,2024-11-28 02:00:00
40.10,5,2,2024-11-28 02:30:00
120.20,6,5,2024-11-28 03:00:00
55.90,7,3,2024-11-28 03:30:00
70.30,8,4,2024-11-28 04:00:00
110.90,9,6,2024-11-28 04:30:00
95.50,10,5,2024-11-28 05:00:00
150.60,1,8,2024-11-28 05:30:00
80.00,2,9,2024-11-28 06:00:00
75.90,3,7,2024-11-28 06:30:00
65.40,4,6,2024-11-28 07:00:00
55.30,5,2,2024-11-28 07:30:00
40.80,6,5,2024-11-28 08:00:00
90.50,7,3,2024-11-28 08:30:00
110.20,8,7,2024-11-28 09:00:00
60.60,9,4,2024-11-28 09:30:00
120.40,10,3,2024-11-28 10:00:00
80.10,1,5,2024-11-28 10:30:00
50.60,2,6,2024-11-28 11:00:00
70.70,3,7,2024-11-28 11:30:00
60.40,4,2,2024-11-28 12:00:00
95.20,5,4,2024-11-28 12:30:00
85.60,6,3,2024-11-28 13:00:00
55.10,7,8,2024-11-28 13:30:00
40.90,8,5,2024-11-28 14:00:00
75.40,9,7,2024-11-28 14:30:00
130.20,10,6,2024-11-28 15:00:00
80.30,1,4,2024-11-28 15:30:00
55.50,2,9,2024-11-28 16:00:00
120.80,3,5,2024-11-28 16:30:00
150.90,4,3,2024-11-28 17:00:00
65.80,5,4,2024-11-28 17:30:00
90.20,6,6,2024-11-28 18:00:00
70.60,7,8,2024-11-28 18:30:00
75.80,8,3,2024-11-28 19:00:00
85.40,9,7,2024-11-28 19:30:00
60.10,10,2,2024-11-28 20:00:00
95.80,1,6,2024-11-28 20:30:00
110.60,2,8,2024-11-28 21:00:00
130.50,3,5,2024-11-28 21:30:00
40.60,4,7,2024-11-28 22:00:00
85.30,5,3,2024-11-28 22:30:00
75.10,6,5,2024-11-28 23:00:00
60.80,7,8,2024-11-28 23:30:00
90.30,8,3,2024-11-29 00:00:00
60.50,1,7,2024-11-29 00:30:00
120.20,2,4,2024-11-29 01:00:00
85.90,3,6,2024-11-29 01:30:00
70.30,4,5,2024-11-29 02:00:00
95.40,5,8,2024-11-29 02:30:00
110.10,6,3,2024-11-29 03:00:00
65.80,7,5,2024-11-29 03:30:00
50.00,8,9,2024-11-29 04:00:00
80.40,9,7,2024-11-29 04:30:00
130.80,10,2,2024-11-29 05:00:00
75.50,1,6,2024-11-29 05:30:00
90.00,2,3,2024-11-29 06:00:00
100.10,3,7,2024-11-29 06:30:00
55.00,4,4,2024-11-29 07:00:00
85.70,5,6,2024-11-29 07:30:00
120.90,6,5,2024-11-29 08:00:00
65.20,7,8,2024-11-29 08:30:00
80.50,8,3,2024-11-29 09:00:00
95.60,9,5,2024-11-29 09:30:00
110.20,10,4,2024-11-29 10:00:00
75.10,1,3,2024-11-29 10:30:00
80.80,2,6,2024-11-29 11:00:00
60.30,3,5,2024-11-29 11:30:00
85.60,4,7,2024-11-29 12:00:00
100.90,5,4,2024-11-29 12:30:00
120.40,6,6,2024-11-29 13:00:00
95.00,7,5,2024-11-29 13:30:00
70.90,8,2,2024-11-29 14:00:00
130.10,9,4,2024-11-29 14:30:00
110.50,10,7,2024-11-29 15:00:00
85.80,1,3,2024-11-29 15:30:00
75.20,2,8,2024-11-29 16:00:00
60.00,3,4,2024-11-29 16:30:00
90.10,4,5,2024-11-29 17:00:00
120.70,5,6,2024-11-29 17:30:00
100.30,6,3,2024-11-29 18:00:00
110.10,7,8,2024-11-29 18:30:00
70.80,8,5,2024-11-29 19:00:00
130.50,9,3,2024-11-29 19:30:00
95.80,10,4,2024-11-29 20:00:00
55.20,1,2,2024-11-29 20:30:00
90.50,2,3,2024-11-29 21:00:00
80.60,3,7,2024-11-29 21:30:00
75.30,4,6,2024-11-29 22:00:00
120.40,5,5,2024-11-29 22:30:00
100.10,6,7,2024-11-29 23:00:00
95.90,7,4,2024-11-29 23:30:00
85.50,8,5,2024-11-30 00:00:00
130.20,9,2,2024-11-30 00:30:00
110.30,10,3,2024-11-30 01:00:00
75.00,1,6,2024-11-30 01:30:00
60.40,2,5,2024-11-30 02:00:00
80.90,3,4,2024-11-30 02:30:00
90.30,4,3,2024-11-30 03:00:00
130.50,5,2,2024-11-30 03:30:00
110.00,6,7,2024-11-30 04:00:00
95.70,7,4,2024-11-30 04:30:00
75.20,8,3,2024-11-30 05:00:00
120.00,9,5,2024-11-30 05:30:00
85.60,10,6,2024-11-30 06:00:00
95.10,1,2,2024-11-30 06:30:00
120.60,2,7,2024-11-30 07:00:00
100.20,3,3,2024-11-30 07:30:00
130.00,4,5,2024-11-30 08:00:00
75.90,5,4,2024-11-30 08:30:00
80.80,6,8,2024-11-30 09:00:00
90.60,7,3,2024-11-30 09:30:00
110.90,8,5,2024-11-30 10:00:00
95.30,9,4,2024-11-30 10:30:00
130.10,10,6,2024-11-30 11:00:00
100.00,1,5,2024-11-30 11:30:00
75.50,2,4,2024-11-30 12:00:00
85.20,3,6,2024-11-30 12:30:00
120.30,4,7,2024-11-30 13:00:00
95.60,5,3,2024-11-30 13:30:00
70.80,6,2,2024-11-30 14:00:00
90.40,7,8,2024-11-30 14:30:00
130.50,8,5,2024-11-30 15:00:00
75.80,9,3,2024-11-30 15:30:00
120.00,10,6,2024-11-30 16:00:00
85.00,1,4,2024-11-30 16:30:00
90.10,2,3,2024-11-30 17:00:00
120.40,3,7,2024-11-30 17:30:00
85.60,4,5,2024-11-30 18:00:00
95.90,5,6,2024-11-30 18:30:00
100.00,6,2,2024-11-30 19:00:00
110.10,7,4,2024-11-30 19:30:00
80.30,8,8,2024-11-30 20:00:00
75.50,9,5,2024-11-30 20:30:00
130.20,10,6,2024-11-30 21:00:00
100.30,1,7,2024-11-30 21:30:00
85.40,2,5,2024-11-30 22:00:00
120.00,3,6,2024-11-30 22:30:00
95.20,4,4,2024-11-30 23:00:00
110.90,5,3,2024-11-30 23:30:00
130.50,6,7,2024-12-01 00:00:00
90.80,7,5,2024-12-01 00:30:00
75.20,8,6,2024-12-01 01:00:00
120.40,9,2,2024-12-01 01:30:00
100.60,10,3,2024-12-01 02:00:00
95.50,1,7,2024-12-01 02:30:00
110.00,2,6,2024-12-01 03:00:00
120.90,3,4,2024-12-01 03:30:00
85.80,4,5,2024-12-01 04:00:00
100.10,5,3,2024-12-01 04:30:00
130.10,6,8,2024-12-01 05:00:00
95.00,7,2,2024-12-01 05:30:00
120.20,8,4,2024-12-01 06:00:00
110.40,9,6,2024-12-01 06:30:00
75.30,10,5,2024-12-01 07:00:00
130.00,1,4,2024-12-01 07:30:00
90.60,2,7,2024-12-01 08:00:00
85.00,3,8,2024-12-01 08:30:00
100.40,4,3,2024-12-01 09:00:00
120.70,5,5,2024-12-01 09:30:00
95.80,6,7,2024-12-01 10:00:00
110.10,7,4,2024-12-01 10:30:00
75.20,8,6,2024-12-01 11:00:00
120.00,9,3,2024-12-01 11:30:00
85.50,10,8,2024-12-01 12:00:00
100.10,1,5,2024-12-01 12:30:00
95.30,2,6,2024-12-01 13:00:00
110.20,3,4,2024-12-01 13:30:00
120.10,4,7,2024-12-01 14:00:00
85.90,5,3,2024-12-01 14:30:00
95.60,6,5,2024-12-01 15:00:00
130.30,7,4,2024-12-01 15:30:00
75.40,8,6,2024-12-01 16:00:00
100.50,9,3,2024-12-01 16:30:00
120.80,10,7,2024-12-01 17:00:00
110.90,1,5,2024-12-01 17:30:00
95.80,2,6,2024-12-01 18:00:00
130.10,3,4,2024-12-01 18:30:00
75.00,4,5,2024-12-01 19:00:00
100.40,5,7,2024-12-01 19:30:00
120.00,6,4,2024-12-01 20:00:00
85.80,7,5,2024-12-01 20:30:00
110.20,8,6,2024-12-01 21:00:00
95.40,9,3,2024-12-01 21:30:00
100.30,10,4,2024-12-01 22:00:00
120.50,1,7,2024-12-01 22:30:00
130.20,2,5,2024-12-01 23:00:00
95.10,3,3,2024-12-01 23:30:00
75.60,4,6,2024-12-02 00:00:00
100.00,5,4,2024-12-02 00:30:00
120.40,6,7,2024-12-02 01:00:00
85.90,7,5,2024-12-02 01:30:00
130.00,8,4,2024-12-02 02:00:00
95.50,9,6,2024-12-02 02:30:00
120.30,10,5,2024-12-02 03:00:00
100.70,1,4,2024-12-02 03:30:00
75.30,2,7,2024-12-02 04:00:00
110.10,3,5,2024-12-02 04:30:00
120.80,4,3,2024-12-02 05:00:00
95.40,5,4,2024-12-02 05:30:00
130.10,6,5,2024-12-02 06:00:00
85.60,7,3,2024-12-02 06:30:00
100.40,8,4,2024-12-02 07:00:00
120.10,9,5,2024-12-02 07:30:00
95.80,10,2,2024-12-02 08:00:00
95.20,1,3,2024-12-02 08:30:00
85.30,2,5,2024-12-02 09:00:00
100.10,3,4,2024-12-02 09:30:00
120.00,4,6,2024-12-02 10:00:00
130.50,5,7,2024-12-02 10:30:00
110.40,6,5,2024-12-02 11:00:00
95.00,7,6,2024-12-02 11:30:00
85.80,8,3,2024-12-02 12:00:00
120.50,9,7,2024-12-02 12:30:00
130.20,10,5,2024-12-02 13:00:00
110.10,1,4,2024-12-02 13:30:00
120.80,2,5,2024-12-02 14:00:00
95.70,3,6,2024-12-02 14:30:00
100.40,4,7,2024-12-02 15:00:00
85.90,5,4,2024-12-02 15:30:00
120.10,6,8,2024-12-02 16:00:00
95.60,7,3,2024-12-02 16:30:00
130.00,8,5,2024-12-02 17:00:00
100.30,9,6,2024-12-02 17:30:00
120.40,10,7,2024-12-02 18:00:00
110.30,1,5,2024-12-02 18:30:00
130.10,2,4,2024-12-02 19:00:00
95.20,3,3,2024-12-02 19:30:00
85.60,4,6,2024-12-02 20:00:00
100.10,5,5,2024-12-02 20:30:00
120.90,6,4,2024-12-02 21:00:00
130.20,7,7,2024-12-02 21:30:00
110.00,8,3,2024-12-02 22:00:00
95.80,9,5,2024-12-02 22:30:00
120.00,10,6,2024-12-02 23:00:00
130.50,1,7,2024-12-02 23:30:00
85.90,2,6,2024-12-03 00:00:00
95.10,3,5,2024-12-03 00:30:00
100.30,4,8,2024-12-03 01:00:00
120.40,5,7,2024-12-03 01:30:00
110.20,6,4,2024-12-03 02:00:00
95.50,7,3,2024-12-03 02:30:00
85.80,8,5,2024-12-03 03:00:00
130.10,9,4,2024-12-03 03:30:00
120.90,10,6,2024-12-03 04:00:00
95.60,1,3,2024-12-03 04:30:00
110.00,2,7,2024-12-03 05:00:00
120.30,3,5,2024-12-03 05:30:00
130.20,4,8,2024-12-03 06:00:00
100.50,5,4,2024-12-03 06:30:00
85.70,6,6,2024-12-03 07:00:00
95.20,7,3,2024-12-03 07:30:00
120.40,8,7,2024-12-03 08:00:00
100.10,9,5,2024-12-03 08:30:00
110.10,10,4,2024-12-03 09:00:00
95.50,1,6,2024-12-03 09:30:00
120.20,2,5,2024-12-03 10:00:00
130.10,3,7,2024-12-03 10:30:00
85.80,4,8,2024-12-03 11:00:00
95.40,5,4,2024-12-03 11:30:00
110.30,6,5,2024-12-03 12:00:00
120.90,7,3,2024-12-03 12:30:00
130.20,8,6,2024-12-03 13:00:00
100.30,9,4,2024-12-03 13:30:00
95.60,10,5,2024-12-03 14:00:00
120.10,1,7,2024-12-03 14:30:00
110.50,2,4,2024-12-03 15:00:00
130.00,3,6,2024-12-03 15:30:00
95.20,4,5,2024-12-03 16:00:00
120.00,5,8,2024-12-03 16:30:00
130.40,6,3,2024-12-03 17:00:00
100.20,7,7,2024-12-03 17:30:00
95.10,8,4,2024-12-03 18:00:00
120.30,9,6,2024-12-03 18:30:00
130.10,10,5,2024-12-03 19:00:00
85.80,1,6,2024-12-03 19:30:00
95.40,2,5,2024-12-03 20:00:00
120.90,3,4,2024-12-03 20:30:00
110.10,4,7,2024-12-03 21:00:00
130.00,5,5,2024-12-03 21:30:00
100.40,6,3,2024-12-03 22:00:00
120.10,7,8,2024-12-03 22:30:00
85.60,8,4,2024-12-03 23:00:00
95.30,9,5,2024-12-03 23:30:00
130.10,10,3,2024-12-04 00:00:00
